Cites	Authors	Title	Year	Source	Publisher	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	ArticleURL	FullTextURL	RelatedURL	search_batch	Abstract - Relevant?	Unique?	AUT? (Does the study include new AUT data?)	Lefties? (Were at least 3 lefties given the AUT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
0	B Kudrowitz	Sparking Creativity: How Play and Humor Fuel Innovation and Design	2023	NA	books.google.com	NA	37	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	… In the Introduction, you did an example of the Alternative Uses Test (if you skipped it, go back … To have more than one response on this Alternative Uses Test, you need to break free of …	https://books.google.com/books?hl=en&lr=&id=Aqi3EAAAQBAJ&oi=fnd&pg=PT23&dq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=8SocS5UNfr&sig=-y2WPDfoYRtR__qC81xGDOKlQk8	NA	https://scholar.google.com/scholar?q=related:M_ABhpAQcuIJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
2	C Artuso, P Palladino	Spatial effects in working memory binding updating	2012	Cogn Process	researchgate.net	https://scholar.google.com/scholar?cites=3228599799525173996&as_sdt=2005&sciodt=2007&hl=en	39	2023-05-25T14:32:27Z	PDF	NA	NA	NA	NA	NA	NA	NA	2	0.18	1	2	11	… -handers and left-handers allocate positive and negative concepts differently on the horizontal plane, ie, while left-handers … , such as actions involved in the alternative uses test, which …	https://www.researchgate.net/profile/Marco-Pitteri/publication/235217985_Bidirectional_link_between_numbers_and_space_an_investigation_with_optokinetic_stimulation/links/09e415107a7b1abf31000000/Bidirectional-link-between-numbers-and-space-an-investigation-with-optokinetic-stimulation.pdf	https://www.researchgate.net/profile/Marco-Pitteri/publication/235217985_Bidirectional_link_between_numbers_and_space_an_investigation_with_optokinetic_stimulation/links/09e415107a7b1abf31000000/Bidirectional-link-between-numbers-and-space-an-investigation-with-optokinetic-stimulation.pdf	https://scholar.google.com/scholar?q=related:7GqYbGlKziwJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
0	AM Olteteanu, Z Falomir	Proceedings of the 2nd Symposium on Problem-solving, Creativity and Spatial Reasoning in Cognitive Systems, ProSocrates 2017	2019	arXiv preprint arXiv:1901.04199	arxiv.org	NA	47	2023-05-25T14:32:27Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	4	This book contains the accepted papers at ProSocrates 2017 Symposium: Problem-solving,Creativity and Spatial Reasoning in Cognitive Systems. ProSocrates 2017 symposium was …	https://arxiv.org/abs/1901.04199	https://arxiv.org/pdf/1901.04199	https://scholar.google.com/scholar?q=related:qL4TgNYGkE8J:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
0	IZ Falomir, AM Olteţeanu	2 nd Symposium on Problem-Solving, Creativity and Spatial Reasoning in Cognitive Systems	2017	NA	academia.edu	NA	48	2023-05-25T14:32:27Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	6	Cognitive scientists of the embodied cognition tradition have been providing evidence that a large part of our creative reasoning and problemsolving processes are carried out by …	https://www.academia.edu/download/58138462/ProSocrates2017.pdf	https://www.academia.edu/download/58138462/ProSocrates2017.pdf	https://scholar.google.com/scholar?q=related:kaFYPGhd9KgJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
2	SE Anderer	Learning-disabled/gifted children	1992	NA	search.proquest.com	https://scholar.google.com/scholar?cites=10198468957681056661&as_sdt=2005&sciodt=2007&hl=en	49	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	2	0.06	2	1	31	… He initially observed that there was a higher frequency of left handedness and mixed dominance among dyslexics. He believed this lack of dominance of either hemisphere caused the …	https://search.proquest.com/openview/187db31580be153237a5e21daa446411/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/187db31580be153237a5e21daa446411/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:lXtts3s9iI0J:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
163	A Alter	Drunk tank pink: And other unexpected forces that shape how we think, feel, and behave	2014	NA	books.google.com	https://scholar.google.com/scholar?cites=1174904411734402916&as_sdt=2005&sciodt=2007&hl=en	19	2023-05-25T14:39:22Z	BOOK	NA	NA	NA	NA	NA	NA	NA	163	18.11	163	1	9	… -handed typing or the relative difficulty of left-handed typing, so it's not surprising that they … to measure creativity known as the unusual uses test. The test measures how many creative …	https://books.google.com/books?hl=en&lr=&id=FLSKDQAAQBAJ&oi=fnd&pg=PA7&dq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=eiZmOz02WC&sig=auxLjFhhcK2GNZeSB67e1gdW1aM	NA	https://scholar.google.com/scholar?q=related:ZOd3alYZThAJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	0	1				0		
0	WE Greishober	Continuing a Dictionary of Creativity Terms and Definitions	2004	NA	digitalcommons.buffalostate.edu	NA	23	2023-05-25T14:39:22Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	19	… Handedness: Research shows that left-handers who use their right side of the brain tend to … : Research shows that people who are left handed pose more creativity by using their right …	https://digitalcommons.buffalostate.edu/cgi/viewcontent.cgi?article=1012&context=creativeprojects	https://digitalcommons.buffalostate.edu/cgi/viewcontent.cgi?article=1012&context=creativeprojects	https://scholar.google.com/scholar?q=related:Vb8x575CGukJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	0	1				0		
1	MG Beals	THE EFFECT OF SELF-EXPRESSIVE ACTIVITY BY EDUCABLE MENTAL RETARDATES UPONTHEIR SELF-CONCEPT, VERBALIZATION, AND …	1968	NA	search.proquest.com	https://scholar.google.com/scholar?cites=1625334818289981600&as_sdt=2005&sciodt=2007&hl=en	28	2023-05-25T14:39:22Z	BOOK	NA	NA	NA	NA	NA	NA	NA	1	0.02	1	1	55	… All werethen administered the Unusual Uses Test. The experimentalgroup v/as presented … the floorto S's right or left, depending on handedness. The surfaceof S's desk top served as the …	https://search.proquest.com/openview/e456c52dd44cd698a159b1864c583911/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/e456c52dd44cd698a159b1864c583911/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:oJg_5WdZjhYJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	0	1				0		
10	A Alter	Drunk tank pink: The subconscious forces that shape how we think, feel, and behave	2013	NA	Simon and Schuster	https://scholar.google.com/scholar?cites=14712851750977188032&as_sdt=2005&sciodt=2007&hl=en	29	2023-05-25T14:39:22Z	CITATION	NA	NA	NA	NA	NA	NA	NA	10	1	10	1	10	NA	NA	NA	https://scholar.google.com/scholar?q=related:wLD6KbeMLswJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	0	1				0		
2	AZ Ursyn-Czarnecka	Computer art graphics integration of art and science	1994	NA	search.proquest.com	https://scholar.google.com/scholar?cites=2171638060620691029&as_sdt=2005&sciodt=2007&hl=en	30	2023-05-25T14:39:22Z	BOOK	NA	NA	NA	NA	NA	NA	NA	2	0.07	2	1	29	The subject area of this study was the use of computer art graphics in science education. The purpose for the study was to investigate whether the creation of computer art graphics …	https://search.proquest.com/openview/7b0fa8d691652d12c9bd259290c47ab7/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/7b0fa8d691652d12c9bd259290c47ab7/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:VbYDcE81Ix4J:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	0	1				0		
0	E Michel	Mise-en-perspective des pratiques de gestion de la créativité: les enjeux-clés par	2011	NA	biblos.hec.ca	NA	35	2023-05-25T14:39:22Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	12	Le présent mémoire a pour objet d’étude la créativité en général et la gestion de celleci en particulier. Dans un premier temps, il s’ agira d’aborder la créativité d’un point de vue …	http://biblos.hec.ca/biblio/memoires/2011NO86.PDF	http://biblos.hec.ca/biblio/memoires/2011NO86.PDF	https://scholar.google.com/scholar?q=related:eo7fPeGtBRIJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	0	1				0	Not in English	
0	J Kemmerer, TT Schmidt	Altered states phenomena induced by visual flicker stimulation	NA	scholar.archive.org	NA	NA	56	2023-05-25T13:58:21Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	NA	Flicker light stimulation (FLS) is a non-pharmacological method to induce short-term consciousness alterations, like hallucinatory perceptions of colors and geometric patterns. Recently, …	https://scholar.archive.org/work/5ogmk7ewrrbhdgwedpbjvzsv34/access/wayback/https://files.osf.io/v1/resources/825nc/providers/osfstorage/5ecd7b2cc75686020d2d0343?action=download&direct&version=1	https://scholar.archive.org/work/5ogmk7ewrrbhdgwedpbjvzsv34/access/wayback/https://files.osf.io/v1/resources/825nc/providers/osfstorage/5ecd7b2cc75686020d2d0343?action=download&direct&version=1	https://scholar.google.com/scholar?q=related:2YaDIXF5hT0J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	0				0		
2	A de Rooij	Hacking into the emotion-creativity link Two new approaches to interactive systems that influence the relationship between emotion and creativity	2016	NA	openaccess.city.ac.uk	https://scholar.google.com/scholar?cites=16714112396821984763&as_sdt=2005&sciodt=2007&hl=en	60	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	2	0.29	2	1	7	Emotions can influence creative thinking. The ability of people to have the emotions that augment creativity can therefore help them to achieve higher creative task performance. How to …	https://openaccess.city.ac.uk/id/eprint/15121/	https://openaccess.city.ac.uk/id/eprint/15121/1/	https://scholar.google.com/scholar?q=related:-_WGdKt09OcJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	0				0		
0	A de Rooij	Ha ki gi to the e otio-eati it li k	NA	core.ac.uk	NA	NA	62	2023-05-25T13:58:21Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	NA	Emotions can influence how people think and act in ways that augment or diminish creative thinking. For instance, when people experience positive emotions, the flexibility with which …	https://core.ac.uk/download/pdf/76981807.pdf	https://core.ac.uk/download/pdf/76981807.pdf	https://scholar.google.com/scholar?q=related:knqV4Hs_zOUJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	0				0		
0	Ross	Now the Left Brain Knows what the Right Brain is Doing: The Effects of Bilateral Eye-Movements and Handedness on a Creative Measure Nicholas M. Ross The …	2008	stockton.edu	NA	NA	4	2023-05-25T14:22:06Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	NA	… (1999) suggests that the Alternate Uses Test is a pure measure … Alternate Uses Test to be used as the measure of creativity in the current study. The adaptation of the Alternate Uses Test …	https://www.stockton.edu/social-behavioral-sciences/documents/psyc_distinction_projects/ross.pdf	https://www.stockton.edu/social-behavioral-sciences/documents/psyc_distinction_projects/ross.pdf	https://scholar.google.com/scholar?q=related:m1RLSxcEpH0J:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	0				0	Same sample as Shobe et al. 2009. 32 experimental, 30 control subjects.	
3	SR Furtwengler	Development of a creativity orientation scale using EFA	2021	Journal of Creativity	Elsevier	https://scholar.google.com/scholar?cites=18146123000340919650&as_sdt=2005&sciodt=2007&hl=en	78	2023-05-25T14:22:06Z	HTML	NA	NA	NA	NA	NA	NA	NA	3	1.5	3	1	2	In a pilot study, an exploratory factor analysis using a minimum rank factor extraction method and an oblique (Promin) rotation of 30 self-report items on a proposed Creativity Orientation …	https://www.sciencedirect.com/science/article/pii/S2713374521000042	https://www.sciencedirect.com/science/article/pii/S2713374521000042	https://scholar.google.com/scholar?q=related:YrXd_bn60_sJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	0				0		
0	M Fotooh Estahbanati, M Rezaeinasab…	The Effect of Involuntary Tactile Stimulation on the Creativity and Rey Auditory-Verbal Memory of Young Adults	2022	Basic and Clinical …	bcn.iums.ac.ir	NA	5	2023-05-25T14:32:27Z	HTML	NA	NA	NA	NA	NA	NA	NA	0	0	0	3	1	… Afterward, a divergent thinking test, ie, the alternative uses test (AUT), was conducted for 3 … However, in future studies, it is suggested to investigate the effect of handedness and …	https://bcn.iums.ac.ir/browse.php?a_id=2162&slc_lang=en&sid=1&ftxt=1&html=1	https://bcn.iums.ac.ir/browse.php?a_id=2162&slc_lang=en&sid=1&ftxt=1&html=1	https://scholar.google.com/scholar?q=related:5RM5FBUEtDkJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	0				0		
0	MS GREENBERG	Conjugate Lateral Eye Movements and Patterns of Dream Recall	1981	NA	search.proquest.com	NA	50	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	42	… both the Remote Associates Test and the Alternative Uses Test) with non-creative controls … The discussion will center on the phenomenon of handedness, and on the two independent …	https://search.proquest.com/openview/0ecadb0a40c08f10f8641761bfcf9163/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/0ecadb0a40c08f10f8641761bfcf9163/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:xMbUwqzqatIJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	0				0		
0	AM Olteteanu	Proceedings of the 2nd Symposium on Problem-solving, Creativity and Spatial Reasoning in Cognitive Systems	2017	CEUR-Ws	media.suub.uni-bremen.de	NA	52	2023-05-25T14:32:27Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	6	This book contains the accepted papers at ProSocrates 17 Symposium: Problem-solving,Creativity and Spatial Reasoning in Cognitive Systems. ProSocrates 17 symposium was held at …	https://media.suub.uni-bremen.de/handle/elib/3511	https://media.suub.uni-bremen.de/bitstream/elib/3511/1/00107030-1.pdf	https://scholar.google.com/scholar?q=related:UBLyI5nKq1UJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	0				0		
32	J Peña, A Sampedro, N Ibarretxe-Bilbao…	Improvement in creativity after transcranial random noise stimulation (tRNS) over the left dorsolateral prefrontal cortex	2019	Scientific reports	Springer	https://scholar.google.com/scholar?cites=1673112190141032419&as_sdt=2005&sciodt=2007&hl=en	2	2023-05-25T14:39:22Z	PDF	10.1038/s41598-019-43626-4	NA	NA	NA	NA	NA	NA	32	8	8	4	4	… handedness is to some extent related to creativity38, so the Edinburgh Handedness Inventory39 was used to assess handedness… In order to assess handedness, a consistency formula (…	https://link.springer.com/content/pdf/10.1038/s41598-019-43626-4.pdf	https://link.springer.com/content/pdf/10.1038/s41598-019-43626-4.pdf	https://scholar.google.com/scholar?q=related:42e7IqwWOBcJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	1	0				0		
0	P SUEDFELD, GD STEEL, ABC WALLBAUM…	皇 NN	NA	researchgate.net	NA	NA	34	2023-05-25T14:39:22Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	4	NA	… The pattern was the same regardless of the subject's handedness, and there was no baseline difference between the REST and Comparison group subjects. There was no significant …	https://www.researchgate.net/profile/Peter-Suedfeld/publication/222488433_Explaining_the_effects_of_stimulus_restriction_Testing_the_dynamic_hemispheric_asymmetry_hypothesis/links/59e50910aca272390ed63f98/Explaining-the-effects-of-stimulus-restriction-Testing-the-dynamic-hemispheric-asymmetry-hypothesis.pdf	https://www.researchgate.net/profile/Peter-Suedfeld/publication/222488433_Explaining_the_effects_of_stimulus_restriction_Testing_the_dynamic_hemispheric_asymmetry_hypothesis/links/59e50910aca272390ed63f98/Explaining-the-effects-of-stimulus-restriction-Testing-the-dynamic-hemispheric-asymmetry-hypothesis.pdf	https://scholar.google.com/scholar?q=related:Ykd6sRyRxywJ:scholar.google.com/&scioq=%22unusual+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT6	1	0				0		
4	X Huang, SI Izumi	Neural alterations in interpersonal distance (IPD) cognition and its correlation with IPD behavior: A systematic review	2021	Brain sciences	mdpi.com	https://scholar.google.com/scholar?cites=13673340173735760071&as_sdt=2005&sciodt=2007&hl=en	83	2023-05-25T13:48:18Z	NA	NA	NA	NA	NA	NA	NA	NA	4	2	2	2	2	Background. Interpersonal distance (IPD) plays a critical role in a human being’s social life, especially during interpersonal interaction, and IPD is non-verbal social information and not …	https://www.mdpi.com/2076-3425/11/8/1015	https://www.mdpi.com/2076-3425/11/8/1015/pdf	https://scholar.google.com/scholar?q=related:xxCZjHF2wb0J:scholar.google.com/&scioq=%22alternate+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT1	0	0				0		
