Cites	Authors	Title	Year	Source	Publisher	Abstract	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	FullTextURL	Abstract - Relevant?	Unique?	TTCT? (Does the study include new TTCT data?)	Lefties? (Were at least 3 lefties given the TTCT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
4	CW Reed	Problem-finding: An empirical investigation of problem finding and personality characteristics of academically talented and intellectually gifted secondary …	1992		search.proquest.com	The purpose of this research was to investigate differences between problem finders (PFs) and nonproblem finders (NPFs) with regard to their personality types as measured by the …	https://search.proquest.com/openview/399fa319c4a5eda3ee2c7ca94edf98d8/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=4929337221402385654&as_sdt=2005&sciodt=2007&hl=en	213	2023-05-23 11:33:52	BOOK								4	0.13	4	1	31	https://search.proquest.com/openview/399fa319c4a5eda3ee2c7ca94edf98d8/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		
5	JW Sorflaten	Piaget's concept of formal operational reasoning and whole brain function: Evidence from EEG alpha coherence during Transcendental Meditation	1994		search.proquest.com	No clear relationships have been drawn between Piaget's concept of formal operation reasoning and neuropsychological models of brain function such as left-right hemisphere …	https://search.proquest.com/openview/4da06dd8c69b56c5d1288b523ab51ea3/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=10758420377990656947&as_sdt=2005&sciodt=2007&hl=en	217	2023-05-23 11:33:52	BOOK								5	0.17	5	1	29	https://search.proquest.com/openview/4da06dd8c69b56c5d1288b523ab51ea3/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		
3	SR Furtwengler	Development of a creativity orientation scale using EFA	2021	Journal of Creativity	Elsevier	In a pilot study, an exploratory factor analysis using a minimum rank factor extraction method and an oblique (Promin) rotation of 30 self-report items on a proposed Creativity Orientation …	https://www.sciencedirect.com/science/article/pii/S2713374521000042	https://scholar.google.com/scholar?cites=18146123000340919650&as_sdt=2005&sciodt=2007&hl=en	218	2023-05-23 11:33:52	HTML								3	1.5	3	1	2	https://www.sciencedirect.com/science/article/pii/S2713374521000042	1	1	0			0		
134	S Acar, S Sen	A multilevel meta-analysis of the relationship between creativity and schizotypy.	2013	Psychology of Aesthetics, Creativity, and the Arts	psycnet.apa.org	The purpose of this study is to obtain a more coherent picture of the relationship between creativity and schizotypy. A multilevel approach was used to ensure the statistical …	https://psycnet.apa.org/journals/aca/7/3/214/	https://scholar.google.com/scholar?cites=7424687850279184279&as_sdt=2005&sciodt=2007&hl=en	220	2023-05-23 11:33:52									134	13.4	67	2	10	https://search.pdh.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&db=pdh&jrnl=19313896&asa=N&AN=2013-06778-001&h=d9SkGBw3dk5amPk8MCfE0T8AWmJVvyvQnpYUXQF54J28FtUQjhbMCnUwU3FzOFkrYaPcxwulNA%2F8araPwCh9ig%3D%3D&crl=f	1	1	0			0		
28	G Charness, D Grieco	Creativity and financial incentives	2014	University of California, Santa Barbara, Working …	Citeseer	Creativity is a complex and multi-dimensional phenomenon with tremendous economic importance. Yet, despite this importance, there is very little work on the topic in the economics …	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=706567961d10bb9025ec52bd3988e26ce47e41cb	https://scholar.google.com/scholar?cites=10304957102582515329&as_sdt=2005&sciodt=2007&hl=en	221	2023-05-23 11:33:52	PDF								28	3.11	14	2	9	https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=706567961d10bb9025ec52bd3988e26ce47e41cb	1	1	0			0		
6	JM Kwiatkowski	Individual differences in the neurophysiology of creativity	2002		search.proquest.com	… Wallach &Kogan, 1965) and the Torrance Tests of Creativity (Torrance, 1974). While the children were completing two of the Torrance tests (a figural task called Incomplete Figures and …	https://search.proquest.com/openview/dcfcff4ea465b22d236081754e72fdd5/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=13119268234573511079&as_sdt=2005&sciodt=2007&hl=en	222	2023-05-23 11:33:52	BOOK								6	0.29	6	1	21	https://search.proquest.com/openview/dcfcff4ea465b22d236081754e72fdd5/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		
3	P Kiritsis	Preserving the creative advantages of schizophrenia: a quantitative pretest-posttest study on the effects of cognitive remediation training on creativity	2019		search.proquest.com	Many researchers today are convinced of an existing association between subsyndromal psychotic symptoms (schizotypy) and creativity. The current study addressed whether …	https://search.proquest.com/openview/e7a875c7a80fce1f04adef4e3999a3f8/1?pq-origsite=gscholar&cbl=18750	https://scholar.google.com/scholar?cites=6325671596716708447&as_sdt=2005&sciodt=2007&hl=en	224	2023-05-23 11:33:52	HTML								3	0.75	3	1	4	https://search.proquest.com/openview/e7a875c7a80fce1f04adef4e3999a3f8/1?pq-origsite=gscholar&cbl=18750	1	1	0			0		
11	P Suwantra	Effects of the creativity training program on preschoolers	1994		search.proquest.com	… The Torrance tests were used in threequarters of all recently published studies of creativity involving elementary and secondary school students, and 40% of all creativity studies with …	https://search.proquest.com/openview/e1d458884872ecc8f4f69d4df661eada/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=8000538173437342803&as_sdt=2005&sciodt=2007&hl=en	225	2023-05-23 11:33:52	BOOK								11	0.38	11	1	29	https://search.proquest.com/openview/e1d458884872ecc8f4f69d4df661eada/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		
2	L Morett	Second Language Learning in an Undergraduate Population: Applications of Psycholinguistic Theory.	2007	Online Submission	ERIC	… Also, students who scored high on a test of verbal creativity (Torrance Tests of Creative … Edinburgh handedness inventory were created by the experimenter for the purposes of this …	https://eric.ed.gov/?id=ED502164	https://scholar.google.com/scholar?cites=18379802623788724601&as_sdt=2005&sciodt=2007&hl=en	226	2023-05-23 11:33:52									2	0.13	2	1	16	https://files.eric.ed.gov/fulltext/ED502164.pdf	1	1	0			0		
13	TL Harris, W Otto, TC Barrett	Summary and review of investigations relating to reading, July 1, 1967 to June 30, 1968	1969	The Journal of Educational …	Taylor &Francis	… left-handedness than in non-retarded children but a higher proportion of mixed handedness and … -solving as measured by the Covington and Torrance Tests. When the fall IQ, reading …	https://www.tandfonline.com/doi/pdf/10.1080/00220671.1969.10883847	https://scholar.google.com/scholar?cites=14452272622586859031&as_sdt=2005&sciodt=2007&hl=en	231	2023-05-23 11:33:52		10.1080/00220671.1969.10883847							13	0.24	4	3	54	https://www.jstor.org/stable/pdf/27532217.pdf	1	1	0			0		
8	MA Runco	Creativity: Research, development, and practice	2023		books.google.com	… (1972) attempted to operationalize transformation by creating an index of aesthetic reactions for judges using the Torrance Tests of Creative Thinking. Judges were instructed to …	https://books.google.com/books?hl=en&lr=&id=jE-zEAAAQBAJ&oi=fnd&pg=PP1&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=0P0HL3oBTM&sig=QDP-2WdCrE3yMjqjAPxcYK_4EK8	https://scholar.google.com/scholar?cites=3339408900763683337&as_sdt=2005&sciodt=2007&hl=en	232	2023-05-23 11:33:52	BOOK								8	8	8	1	1		1	1	0			0		
0	W Zhou	E-learning Promotion: Effects of Physical Effort and Age on Creativity	2020	Proceedings of the 2020 11th International Conference …	dl.acm.org	… ball with their left hands, regardless of their handedness, for 4 seconds and then the CRA triplet … Regardless of subjects’ handedness, the left hand was always used for the squeeze task …	https://dl.acm.org/doi/abs/10.1145/3377571.3377625		233	2023-05-23 11:33:52		10.1145/3377571.3377625							0	0	0	1	3	https://dl.acm.org/doi/pdf/10.1145/3377571.3377625	1	1	0			0	Handsqueeze with RAT	
1	C Gonçalves, OL Rua	Learning Creativity and Students' Performance: The Academia Contributions	2022	Developing Entrepreneurial Ecosystems in …	igi-global.com	This research aims to recognize the influence that creativity units/modules/seminars has on academic performance of students who attend. Consequently, the purpose of this study is to …	https://www.igi-global.com/chapter/learning-creativity-and-students-performance/289320	https://scholar.google.com/scholar?cites=2290244568962903247&as_sdt=2005&sciodt=2007&hl=en	245	2023-05-23 11:33:52									1	1	1	2	1		1	1	0			0		
0	NV Ellis	Higher Education Student Perceptions and Experiences of Creativity: A Case Study	2022		search.proquest.com	The purpose of this qualitative single instrumental case study was to describe the perceptions and experiences of creativity by university students at a mid-size public university located …	https://search.proquest.com/openview/a60f680bafccdbb6cc3dac51bdd0bae9/1?pq-origsite=gscholar&cbl=18750&diss=y		246	2023-05-23 11:33:52	BOOK								0	0	0	1	1	https://search.proquest.com/openview/a60f680bafccdbb6cc3dac51bdd0bae9/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		
24	J Houran, LF Hughes, MA Thalbourne…	Technical paper no. 12: quasi-experimental study of Transliminality, Vibrotactile thresholds, and performance speed	2006	Australian Journal of …	search.informit.org	Transliminality has been hypothesised to derive from weak or erratic cognitive mechanisms that are responsible for the active suppression (or gating) of irrelevant information from …	https://search.informit.org/doi/abs/10.3316/informit.287593632393348	https://scholar.google.com/scholar?cites=16708357555482787396&as_sdt=2005&sciodt=2007&hl=en	249	2023-05-23 11:33:52		10.3316/informit.287593632393348							24	1.41	6	4	17		1	1	0			0		
0	MA Ali, S Özöğür-Akyüz, AD Duru…	Exploring Effects of Creativity Training on Default Mode Network and Attention	2019	… on Electrical and …	ieeexplore.ieee.org	The growing consensus is that creativity is associated with connectivity across multiple neural networks including, but not restricted to, networks involved in executive and cognitive …	https://ieeexplore.ieee.org/abstract/document/8990509/		250	2023-05-23 11:33:52									0	0	0	4	4	https://ieeexplore.ieee.org/iel7/8972036/8990368/08990509.pdf	1	1	0			0		
0	МС Власов	The Development and Validation of the Russian Language Compound Remote Associates Test: магистерская диссертация по направлению подготовки …	2021		vital.lib.tsu.ru	1. ABSTRACT Creativity research has flourished in recent years as creativity abilities are considered as an important feature of high-quality learning. Different ways to measure creativity …	https://vital.lib.tsu.ru/vital/access/services/Download/vital:14523/SOURCE01		251	2023-05-23 11:33:52	PDF								0	0	0	1	2	https://vital.lib.tsu.ru/vital/access/services/Download/vital:14523/SOURCE01	1	1	0			0		
3	DE Humphrey, AS McKay, R Primi…	Self-reported drug use and creativity:(Re) establishing layperson myths	2014	Imagination …	journals.sagepub.com	… using a number of measures from the Torrance Tests of Creative Thinking. However, these … proneness and nonright-handedness among creative artists compared to same age and …	https://journals.sagepub.com/doi/pdf/10.2190/IC.34.2.f	https://scholar.google.com/scholar?cites=6702724369392638795&as_sdt=2005&sciodt=2007&hl=en	253	2023-05-23 11:33:52	PDF	10.2190/IC.34.2.f							3	0.33	1	4	9	https://journals.sagepub.com/doi/pdf/10.2190/IC.34.2.f	1	1	0			0		
21	H Pick, M Lavidor	Modulation of automatic and creative features of the Remote Associates Test by angular gyrus stimulation	2019	Neuropsychologia	Elsevier	Creative thinking comprises two main components: divergent and convergent thinking. The Remote Associates Test (RAT) was designed to examine the ability to form associative …	https://www.sciencedirect.com/science/article/pii/S0028393219300831	https://scholar.google.com/scholar?cites=11693897558262120615&as_sdt=2005&sciodt=2007&hl=en	258	2023-05-23 11:33:52	HTML								21	5.25	11	2	4	https://www.sciencedirect.com/science/article/pii/S0028393219300831	1	1	0			0		
0	CJ Larson	The effects of Freudian symbolism on creative story production	1995		search.proquest.com	The purpose of the present study was to explore the nature of Freudian symbolism by determining to what extent, if any, the variables of gender, symbol and mode of presentation and/or …	https://search.proquest.com/openview/ef05a2cab305cc2d22a9d54b9e8384c2/1?pq-origsite=gscholar&cbl=18750&diss=y		267	2023-05-23 11:33:52	BOOK								0	0	0	1	28	https://search.proquest.com/openview/ef05a2cab305cc2d22a9d54b9e8384c2/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		
11	DL Fox	Teachers' perceptions of leadership in young children	2012		search.proquest.com	The purpose of this research was to explore how teachers described, recognized, and would potentially influence leadership behaviors in children aged 4 to 6 years. One hundred thirty-…	https://search.proquest.com/openview/4c8cbf458fc7ac510b2ac8bfbc482541/1?pq-origsite=gscholar&cbl=18750	https://scholar.google.com/scholar?cites=16592596147571720361&as_sdt=2005&sciodt=2007&hl=en	289	2023-05-23 11:33:52	HTML								11	1	11	1	11	https://search.proquest.com/openview/4c8cbf458fc7ac510b2ac8bfbc482541/1?pq-origsite=gscholar&cbl=18750	1	1	0			0		
0	P Letmathe, M Rößler, F Yüksel	Perceptional Influences of Explicit and Tacit Knowledge Transfer on Product Creativity–An Experimental Study		Tacit Knowledge Transfer …	publications.rwth-aachen.de	Innovations remain an essential factor for maintaining and also creating sustainable competitive advantages. Innovations depend not only on technological capital but also on the …	http://publications.rwth-aachen.de/record/775037/files/775037.pdf#page=141		311	2023-05-23 11:33:52	PDF								0	0	0	3		http://publications.rwth-aachen.de/record/775037/files/775037.pdf#page=141	1	1	0			0		
11	GM Rehkemper	Executive functioning and psychosocial adjustment in deaf subjects with non-hereditary and hereditary etiologies	1996		search.proquest.com	… and poor methodological controls have contributed to the lack of definitive results in this area of study, Yet, even when the same instrument was used (eg nonverbal Torrance Tests of …	https://search.proquest.com/openview/faf95b4356a0e27ed44e77b3389286f6/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=17796505930573308734&as_sdt=2005&sciodt=2007&hl=en	312	2023-05-23 11:33:52	BOOK								11	0.41	11	1	27	https://search.proquest.com/openview/faf95b4356a0e27ed44e77b3389286f6/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		
